Date Time,RelativeHumidity (% RH),Temperature (0°C ),rain rate (mm/hr),SpecificAttennuation(dB/km),TotalAttenuation(dB)
11/30/2019 10:15,66.3,20.3,0,0,0
11/30/2019 10:30,65.3,20.5,0,0,0
11/30/2019 10:45,64.6,20.7,0,0,0
11/30/2019 11:00,64.7,20.7,0,0,0
11/30/2019 11:15,64.3,21.1,0,0,0
11/30/2019 11:30,62.8,21.6,0,0,0
11/30/2019 11:45,62.5,21.4,0,0,0
11/30/2019 12:00,61.3,21.8,0,0,0
11/30/2019 12:15,59.8,22,0,0,0
11/30/2019 12:30,58,22.6,0,0,0
11/30/2019 12:45,57.7,22.4,0,0,0
11/30/2019 13:00,56.6,22.4,0,0,0
11/30/2019 13:15,55.5,22.7,0,0,0
11/30/2019 13:30,56,22.7,0,0,0
11/30/2019 13:45,55.8,22.9,0,0,0
11/30/2019 14:00,54.4,23.2,0,0,0
11/30/2019 14:15,53.4,23,0,0,0
11/30/2019 14:30,52.8,23.1,0,0,0
11/30/2019 14:45,52.5,23.1,0,0,0
11/30/2019 15:00,53.6,23,0,0,0
11/30/2019 15:15,53.6,23.1,0,0,0
11/30/2019 15:30,53,23.1,0,0,0
11/30/2019 15:45,53.1,23,0,0,0
11/30/2019 16:00,53.3,22.9,0,0,0
11/30/2019 16:15,53,22.7,0,0,0
11/30/2019 16:30,52.1,22.7,0,0,0
11/30/2019 16:45,53.5,22.1,0,0,0
11/30/2019 17:00,51.9,22,0,0,0
11/30/2019 17:15,54.2,21.5,0,0,0
11/30/2019 17:30,54.1,21.3,0,0,0
11/30/2019 17:45,52.9,20.9,0,0,0
11/30/2019 18:00,49.9,20.4,0,0,0
11/30/2019 18:15,50.5,19.9,0,0,0
11/30/2019 18:30,50.9,19.5,0,0,0
11/30/2019 18:45,52.4,19.2,0,0,0
11/30/2019 19:00,51.8,19.1,0,0,0
11/30/2019 19:15,52.2,18.9,0,0,0
11/30/2019 19:30,52.4,18.9,0,0,0
11/30/2019 19:45,53,18.7,0,0,0
11/30/2019 20:00,54.3,18.4,0,0,0
11/30/2019 20:15,55.3,18.3,0,0,0
11/30/2019 20:30,56.8,18.1,0,0,0
11/30/2019 20:45,58.3,18,0,0,0
11/30/2019 21:00,59.9,18,0,0,0
11/30/2019 21:15,60.4,18,0,0,0
11/30/2019 21:30,61.2,17.8,0,0,0
11/30/2019 21:45,60.8,17.7,0,0,0
11/30/2019 22:00,61.5,17.5,0,0,0
11/30/2019 22:15,62.2,17.4,0,0,0
11/30/2019 22:30,63.2,17.2,0,0,0
11/30/2019 22:45,63.4,17.1,0,0,0
11/30/2019 23:00,63.9,17,0,0,0
11/30/2019 23:15,63.2,17.1,0,0,0
11/30/2019 23:30,63.4,17,0,0,0
11/30/2019 23:45,64.1,16.8,0,0,0
12/1/2019 0:00,65,16.6,0,0,0
12/1/2019 0:15,65.1,16.5,0,0,0
12/1/2019 0:30,65.5,16.4,0,0,0
12/1/2019 0:45,65.9,16.2,0,0,0
12/1/2019 1:00,65.6,16.2,0,0,0
12/1/2019 1:15,65.4,16,0,0,0
12/1/2019 1:30,65.7,16,0,0,0
12/1/2019 1:45,66.4,15.9,0,0,0
12/1/2019 2:00,66.1,15.9,0,0,0
12/1/2019 2:15,66.6,15.8,0,0,0
12/1/2019 2:30,68.2,15.4,0,0,0
12/1/2019 2:45,69.3,15.2,0,0,0
12/1/2019 3:00,69.8,15.2,0,0,0
12/1/2019 3:15,70.1,15.1,0,0,0
12/1/2019 3:30,71.3,14.9,0,0,0
12/1/2019 3:45,72.3,14.7,0,0,0
12/1/2019 4:00,71.4,14.6,0,0,0
12/1/2019 4:15,70.1,14.6,0,0,0
12/1/2019 4:30,69.1,14.7,0,0,0
12/1/2019 4:45,67.2,15,0,0,0
12/1/2019 5:00,67,14.9,0,0,0
12/1/2019 5:15,66.8,14.7,0,0,0
12/1/2019 5:30,65.5,14.8,0,0,0
12/1/2019 5:45,65.8,14.6,0,0,0
12/1/2019 6:00,66.2,14.4,0,0,0
12/1/2019 6:15,63.4,14.9,0,0,0
12/1/2019 6:30,61.4,15.2,0,0,0
12/1/2019 6:45,61.3,15.1,0,0,0
12/1/2019 7:00,61.2,15.2,0,0,0
12/1/2019 7:15,59.7,15.7,0,0,0
12/1/2019 7:30,58.6,16.4,0,0,0
12/1/2019 7:45,59.2,16.9,0,0,0
12/1/2019 8:00,58.5,17.2,0,0,0
12/1/2019 8:15,58.3,17.5,0,0,0
12/1/2019 8:30,57.2,18,0,0,0
12/1/2019 8:45,55.9,18.4,0,0,0
12/1/2019 9:00,54.3,18.8,0,0,0
12/1/2019 9:15,53.2,19.1,0,0,0
12/1/2019 9:30,51.5,19.7,0,0,0
12/1/2019 9:45,50.4,20,0,0,0
12/1/2019 10:00,48.4,20.2,0,0,0
12/1/2019 10:15,48,20.5,0,0,0
12/1/2019 10:30,46.4,20.5,0,0,0
12/1/2019 10:45,44.4,21,0,0,0
12/1/2019 11:00,42,21.1,0,0,0
12/1/2019 11:15,42,21.6,0,0,0
12/1/2019 11:30,40.1,21.6,0,0,0
12/1/2019 11:45,40.4,21.9,0,0,0
12/1/2019 12:00,40.4,22,0,0,0
12/1/2019 12:15,40.1,22.3,0,0,0
12/1/2019 12:30,40.5,22.6,0,0,0
12/1/2019 12:45,39.7,22.6,0,0,0
12/1/2019 13:00,38.7,22.9,0,0,0
12/1/2019 13:15,39.5,23.1,0,0,0
12/1/2019 13:30,39.3,23.1,0,0,0
12/1/2019 13:45,39.3,23.1,0,0,0
12/1/2019 14:00,38.4,23.3,0,0,0
12/1/2019 14:15,37.8,23.4,0,0,0
12/1/2019 14:30,37.3,23.7,0,0,0
12/1/2019 14:45,37.5,23.4,0,0,0
12/1/2019 15:00,37.7,23.4,0,0,0
12/1/2019 15:15,37.5,23.3,0,0,0
12/1/2019 15:30,37.8,23.4,0,0,0
12/1/2019 15:45,38.9,23.3,0,0,0
12/1/2019 16:00,39.4,23.2,0,0,0
12/1/2019 16:15,39.6,23.2,0,0,0
12/1/2019 16:30,40.3,23.3,0,0,0
12/1/2019 16:45,40.5,22.9,0,0,0
12/1/2019 17:00,40.9,22.7,0,0,0
12/1/2019 17:15,41.2,22.3,0,0,0
12/1/2019 17:30,41.9,21.7,0,0,0
12/1/2019 17:45,43.1,21.1,0,0,0
12/1/2019 18:00,44.6,20.5,0,0,0
12/1/2019 18:15,45.6,20,0,0,0
12/1/2019 18:30,46.3,19.6,0,0,0
12/1/2019 18:45,47,19.3,0,0,0
12/1/2019 19:00,47.4,19.1,0,0,0
12/1/2019 19:15,48.5,18.8,0,0,0
12/1/2019 19:30,49.1,18.6,0,0,0
12/1/2019 19:45,50.9,18.2,0,0,0
12/1/2019 20:00,52.1,18,0,0,0
12/1/2019 20:15,52.8,17.8,0,0,0
12/1/2019 20:30,53.2,17.7,0,0,0
12/1/2019 20:45,52.8,17.8,0,0,0
12/1/2019 21:00,53.8,17.7,0,0,0
12/1/2019 21:15,54.7,17.5,0,0,0
12/1/2019 21:30,56.2,17.1,0,0,0
12/1/2019 21:45,56.6,17,0,0,0
12/1/2019 22:00,57.5,16.8,0,0,0
12/1/2019 22:15,57.5,16.9,0,0,0
12/1/2019 22:30,57.9,16.8,0,0,0
12/1/2019 22:45,57.9,16.9,0,0,0
12/1/2019 23:00,59,16.6,0,0,0
12/1/2019 23:15,59.3,16.6,0,0,0
12/1/2019 23:30,59.7,16.5,0,0,0
12/1/2019 23:45,61,16.2,0,0,0
12/2/2019 0:00,61.7,16,0,0,0
12/2/2019 0:15,62.1,15.9,0,0,0
12/2/2019 0:30,62.5,15.9,0,0,0
12/2/2019 0:45,63.8,15.6,0,0,0
12/2/2019 1:00,65.1,15.3,0,0,0
12/2/2019 1:15,66.1,15.1,0,0,0
12/2/2019 1:30,67.2,14.9,0,0,0
12/2/2019 1:45,67.2,14.9,0,0,0
12/2/2019 2:00,66.2,15,0,0,0
12/2/2019 2:15,66.4,14.9,0,0,0
12/2/2019 2:30,67.5,14.8,0,0,0
12/2/2019 2:45,70.5,14.2,0,0,0
12/2/2019 3:00,71,14.1,0,0,0
12/2/2019 3:15,71,14.1,0,0,0
12/2/2019 3:30,72.4,13.9,0,0,0
12/2/2019 3:45,75.2,13.4,0,0,0
12/2/2019 4:00,72.8,13.9,0,0,0
12/2/2019 4:15,71.8,14.1,0,0,0
12/2/2019 4:30,76.9,13.3,0,0,0
12/2/2019 4:45,82.3,12.3,0,0,0
12/2/2019 5:00,85.8,11.7,0,0,0
12/2/2019 5:15,88.7,11.4,0,0,0
12/2/2019 5:30,90.6,11.1,0,0,0
12/2/2019 5:45,90.9,11,0,0,0
12/2/2019 6:00,91.3,11,0,0,0
12/2/2019 6:15,90.6,10.8,0,0,0
12/2/2019 6:30,92.2,10.7,0,0,0
12/2/2019 6:45,93.2,10.7,0,0,0
12/2/2019 7:00,91.3,11.5,0,0,0
12/2/2019 7:15,84.9,13.4,0,0,0
12/2/2019 7:30,76.9,15.1,0,0,0
12/2/2019 7:45,66.7,16.9,0,0,0
12/2/2019 8:00,63.5,17.4,0,0,0
12/2/2019 8:15,61.5,17.9,0,0,0
12/2/2019 8:30,60.1,18.4,0,0,0
12/2/2019 8:45,58.3,19.1,0,0,0
12/2/2019 9:00,58.3,19.4,0,0,0
12/2/2019 9:15,57.8,19.6,0,0,0
12/2/2019 9:30,56.6,20.5,0,0,0
12/2/2019 9:45,55.6,20.4,0,0,0
12/2/2019 10:00,54.9,20.6,0,0,0
12/2/2019 10:15,55.1,21,0,0,0
12/2/2019 10:30,53.7,21.6,0,0,0
12/2/2019 10:45,53,21.7,0,0,0
12/2/2019 11:00,51.7,22.2,0,0,0
12/2/2019 11:15,51,22.5,0,0,0
12/2/2019 11:30,50.3,22.9,0,0,0
12/2/2019 11:45,49.5,23.3,0,0,0
12/2/2019 12:00,49.8,22.8,0,0,0
12/2/2019 12:15,48.2,23.5,0,0,0
12/2/2019 12:30,47.6,23.6,0,0,0
12/2/2019 12:45,46.9,23.6,0,0,0
12/2/2019 13:00,46.3,24,0,0,0
12/2/2019 13:15,46.3,24.1,0,0,0
12/2/2019 13:30,46.6,24.1,0,0,0
12/2/2019 13:45,46.8,24.2,0,0,0
12/2/2019 14:00,47.2,24.2,0,0,0
12/2/2019 14:15,46.3,24.8,0,0,0
12/2/2019 14:30,44.8,25.1,0,0,0
12/2/2019 14:45,44.8,24.9,0,0,0
12/2/2019 15:00,45.1,24.8,0,0,0
12/2/2019 15:15,44.8,24.9,0,0,0
12/2/2019 15:30,44.7,24.6,0,0,0
12/2/2019 15:45,44.5,24.4,0,0,0
12/2/2019 16:00,44.9,24.3,0,0,0
12/2/2019 16:15,44.8,24.2,0,0,0
12/2/2019 16:30,45.5,24.1,0,0,0
12/2/2019 16:45,46,23.9,0,0,0
12/2/2019 17:00,47,23.6,0,0,0
12/2/2019 17:15,47.8,23.1,0,0,0
12/2/2019 17:30,49.3,22.6,0,0,0
12/2/2019 17:45,50.5,22.1,0,0,0
12/2/2019 18:00,52,21.6,0,0,0
12/2/2019 18:15,52.4,21,0,0,0
12/2/2019 18:30,52.3,20.7,0,0,0
12/2/2019 18:45,53.3,20.5,0,0,0
12/2/2019 19:00,54.4,20.2,0,0,0
12/2/2019 19:15,55.4,20,0,0,0
12/2/2019 19:30,55.8,19.9,0,0,0
12/2/2019 19:45,56.1,19.7,0,0,0
12/2/2019 20:00,55.9,19.6,0,0,0
12/2/2019 20:15,57.6,19.1,0,0,0
12/2/2019 20:30,58.2,18.9,0,0,0
12/2/2019 20:45,59.1,18.6,0,0,0
12/2/2019 21:00,58.6,18.6,0,0,0
12/2/2019 21:15,58,18.6,0,0,0
12/2/2019 21:30,58.3,18.5,0,0,0
12/2/2019 21:45,58.8,18.3,0,0,0
12/2/2019 22:00,58,18.3,0,0,0
12/2/2019 22:15,57.9,18.2,0,0,0
12/2/2019 22:30,57.9,18,0,0,0
12/2/2019 22:45,59.1,17.7,0,0,0
12/2/2019 23:00,59.9,17.6,0,0,0
12/2/2019 23:15,60.2,17.5,0,0,0
12/2/2019 23:30,60.3,17.4,0,0,0
12/2/2019 23:45,60.6,17.3,0,0,0
12/3/2019 0:00,61.1,17.2,0,0,0
12/3/2019 0:15,61.6,17.2,0,0,0
12/3/2019 0:30,61.6,17.1,0,0,0
12/3/2019 0:45,63.5,16.7,0,0,0
12/3/2019 1:00,65.5,16.1,0,0,0
12/3/2019 1:15,67.1,15.7,0,0,0
12/3/2019 1:30,68.6,15.3,0,0,0
12/3/2019 1:45,68.8,15.2,0,0,0
12/3/2019 2:00,69.4,15.1,0,0,0
12/3/2019 2:15,70.2,15,0,0,0
12/3/2019 2:30,69.7,15.2,0,0,0
12/3/2019 2:45,66.7,15.8,0,0,0
12/3/2019 3:00,63.8,16.5,0,0,0
12/3/2019 3:15,61.3,16.9,0,0,0
12/3/2019 3:30,62,16.8,0,0,0
12/3/2019 3:45,64.1,16.2,0,0,0
12/3/2019 4:00,64.9,16,0,0,0
12/3/2019 4:15,66,15.6,0,0,0
12/3/2019 4:30,67.1,15.4,0,0,0
12/3/2019 4:45,67.9,15.2,0,0,0
12/3/2019 5:00,68.6,15.1,0,0,0
12/3/2019 5:15,68.8,15,0,0,0
12/3/2019 5:30,72.3,14.2,0,0,0
12/3/2019 5:45,73.6,13.9,0,0,0
12/3/2019 6:00,74.6,13.6,0,0,0
12/3/2019 6:15,73.8,13.7,0,0,0
12/3/2019 6:30,75,13.5,0,0,0
12/3/2019 6:45,77,13.3,0,0,0
12/3/2019 7:00,72.4,14.3,0,0,0
12/3/2019 7:15,65.5,16.2,0,0,0
12/3/2019 7:30,61.1,17.6,0,0,0
12/3/2019 7:45,59.7,18.1,0,0,0
12/3/2019 8:00,57.9,18.7,0,0,0
12/3/2019 8:15,55,19.2,0,0,0
12/3/2019 8:30,54.8,19.4,0,0,0
12/3/2019 8:45,54.6,19.7,0,0,0
12/3/2019 9:00,53.3,20.1,0,0,0
12/3/2019 9:15,51.7,20.6,0,0,0
12/3/2019 9:30,51.1,20.7,0,0,0
12/3/2019 9:45,49.7,21.4,0,0,0
12/3/2019 10:00,48.9,21.4,0,0,0
12/3/2019 10:15,49.3,22.1,0,0,0
12/3/2019 10:30,48.5,22,0,0,0
12/3/2019 10:45,47.9,22.2,0,0,0
12/3/2019 11:00,46.3,22.3,0,0,0
12/3/2019 11:15,45.5,22.6,0,0,0
12/3/2019 11:30,45.7,22.5,0,0,0
12/3/2019 11:45,44.5,23.4,0,0,0
12/3/2019 12:00,43.8,23.8,0,0,0
12/3/2019 12:15,43.9,23.8,0,0,0
12/3/2019 12:30,43.5,23.8,0,0,0
12/3/2019 12:45,42.7,23.9,0,0,0
12/3/2019 13:00,41.8,24,0,0,0
12/3/2019 13:15,39.5,24.4,0,0,0
12/3/2019 13:30,38.3,24.4,0,0,0
12/3/2019 13:45,39.5,24.4,0,0,0
12/3/2019 14:00,39.1,24.8,0,0,0
12/3/2019 14:15,38.5,24.8,0,0,0
12/3/2019 14:30,39,25,0,0,0
12/3/2019 14:45,38.6,25.2,0,0,0
12/3/2019 15:00,38.2,24.9,0,0,0
12/3/2019 15:15,37.5,25,0,0,0
12/3/2019 15:30,36.4,24.9,0,0,0
12/3/2019 15:45,35.7,25,0,0,0
12/3/2019 16:00,36.1,24.8,0,0,0
12/3/2019 16:15,36.9,24.7,0,0,0
12/3/2019 16:30,38,24.5,0,0,0
12/3/2019 16:45,38.6,24.2,0,0,0
12/3/2019 17:00,39.8,23.8,0,0,0
12/3/2019 17:15,40.8,23.5,0,0,0
12/3/2019 17:30,42.2,22.9,0,0,0
12/3/2019 17:45,42.6,22.3,0,0,0
12/3/2019 18:00,43.3,21.6,0,0,0
12/3/2019 18:15,43.9,21.1,0,0,0
12/3/2019 18:30,45.1,20.7,0,0,0
12/3/2019 18:45,46.8,20.4,0,0,0
12/3/2019 19:00,48.7,20,0,0,0
12/3/2019 19:15,50.1,19.7,0,0,0
12/3/2019 19:30,51.2,19.5,0,0,0
12/3/2019 19:45,52.1,19.2,0,0,0
12/3/2019 20:00,51.8,19.1,0,0,0
12/3/2019 20:15,52,19.1,0,0,0
12/3/2019 20:30,52.7,19.1,0,0,0
12/3/2019 20:45,53.4,19,0,0,0
12/3/2019 21:00,54,18.9,0,0,0
12/3/2019 21:15,54,18.8,0,0,0
12/3/2019 21:30,54.5,18.6,0,0,0
12/3/2019 21:45,54.2,18.6,0,0,0
12/3/2019 22:00,54.1,18.4,0,0,0
12/3/2019 22:15,53.9,18.2,0,0,0
12/3/2019 22:30,53.7,18.2,0,0,0
12/3/2019 22:45,55.1,17.9,0,0,0
12/3/2019 23:00,55.7,17.8,0,0,0
12/3/2019 23:15,56.1,17.7,0,0,0
12/3/2019 23:30,57.5,17.4,0,0,0
12/3/2019 23:45,59.2,17,0,0,0
12/4/2019 0:00,61.8,16.4,0,0,0
12/4/2019 0:15,63.6,16.1,0,0,0
12/4/2019 0:30,64.5,16.1,0,0,0
12/4/2019 0:45,65.4,15.9,0,0,0
12/4/2019 1:00,66,15.8,0,0,0
12/4/2019 1:15,64.9,16.1,0,0,0
12/4/2019 1:30,65.6,16,0,0,0
12/4/2019 1:45,66.9,15.7,0,0,0
12/4/2019 2:00,66.2,15.8,0,0,0
12/4/2019 2:15,64.6,16.2,0,0,0
12/4/2019 2:30,63.5,16.3,0,0,0
12/4/2019 2:45,63.7,16.2,0,0,0
12/4/2019 3:00,65.3,15.8,0,0,0
12/4/2019 3:15,65.4,15.7,0,0,0
12/4/2019 3:30,65.5,15.7,0,0,0
12/4/2019 3:45,65.8,15.5,0,0,0
12/4/2019 4:00,66.4,15.3,0,0,0
12/4/2019 4:15,67.1,15.2,0,0,0
12/4/2019 4:30,67.5,15.1,0,0,0
12/4/2019 4:45,67.3,15.2,0,0,0
12/4/2019 5:00,67.9,15.1,0,0,0
12/4/2019 5:15,69.1,14.8,0,0,0
12/4/2019 5:30,69.6,14.9,0,0,0
12/4/2019 5:45,70.4,14.9,0,0,0
12/4/2019 6:00,72.4,14.6,0,0,0
12/4/2019 6:15,73.8,14.5,0,0,0
12/4/2019 6:30,77.5,13.8,0,0,0
12/4/2019 6:45,80.6,13.3,0,0,0
12/4/2019 7:00,80.6,13.7,0,0,0
12/4/2019 7:15,79.1,14.5,0,0,0
12/4/2019 7:30,68.4,17.3,0,0,0
12/4/2019 7:45,63.7,18.8,0,0,0
12/4/2019 8:00,60.8,19.7,0,0,0
12/4/2019 8:15,59,20.2,0,0,0
12/4/2019 8:30,58.5,20.3,0,0,0
12/4/2019 8:45,58.3,20.5,0,0,0
12/4/2019 9:00,58.8,21,0,0,0
12/4/2019 9:15,58,21,0,0,0
12/4/2019 9:30,56.5,21.6,0,0,0
12/4/2019 9:45,53.1,22,0,0,0
12/4/2019 10:00,52,22.3,0,0,0
12/4/2019 10:15,51.3,22.6,0,0,0
12/4/2019 10:30,51.3,22.9,0,0,0
12/4/2019 10:45,51.1,22.7,0,0,0
12/4/2019 11:00,50.3,23.1,0,0,0
12/4/2019 11:15,49.8,23.4,0,0,0
12/4/2019 11:30,49.4,23.3,0,0,0
12/4/2019 11:45,49.1,23.9,0,0,0
12/4/2019 12:00,50.3,23.5,0,0,0
12/4/2019 12:15,49.1,23.6,0,0,0
12/4/2019 12:30,48.5,24.1,0,0,0
12/4/2019 12:45,47.5,24.1,0,0,0
12/4/2019 13:00,47.4,24.2,0,0,0
12/4/2019 13:15,46.9,24.4,0,0,0
12/4/2019 13:30,46.9,24.5,0,0,0
12/4/2019 13:45,46.8,24.5,0,0,0
12/4/2019 14:00,47,24.4,0,0,0
12/4/2019 14:15,46.2,24.5,0,0,0
12/4/2019 14:30,46.5,24.7,0,0,0
12/4/2019 14:45,46.5,24.8,0,0,0
12/4/2019 15:00,46,24.9,0,0,0
12/4/2019 15:15,45.6,24.8,0,0,0
12/4/2019 15:30,45.4,24.7,0,0,0
12/4/2019 15:45,45.9,24.6,0,0,0
12/4/2019 16:00,46.1,24.5,0,0,0
12/4/2019 16:15,46.8,24.3,0,0,0
12/4/2019 16:30,46.8,24.2,0,0,0
12/4/2019 16:45,47.1,23.9,0,0,0
12/4/2019 17:00,47.6,23.6,0,0,0
12/4/2019 17:15,47.7,23.4,0,0,0
12/4/2019 17:30,49.5,22.8,0,0,0
12/4/2019 17:45,51,22.3,0,0,0
12/4/2019 18:00,52,21.8,0,0,0
12/4/2019 18:15,53.5,21.3,0,0,0
12/4/2019 18:30,55.4,20.8,0,0,0
12/4/2019 18:45,55.8,20.7,0,0,0
12/4/2019 19:00,56.5,20.5,0,0,0
12/4/2019 19:15,57.5,20.3,0,0,0
12/4/2019 19:30,58.5,20.2,0,0,0
12/4/2019 19:45,59.9,20,0,0,0
12/4/2019 20:00,61.4,19.7,0,0,0
12/4/2019 20:15,62.6,19.5,0,0,0
12/4/2019 20:30,62.8,19.4,0,0,0
12/4/2019 20:45,62.8,19.4,0,0,0
12/4/2019 21:00,62.5,19.3,0,0,0
12/4/2019 21:15,62.9,19.2,0,0,0
12/4/2019 21:30,63.2,19.1,0,0,0
12/4/2019 21:45,62.9,19.1,0,0,0
12/4/2019 22:00,63.5,18.9,0,0,0
12/4/2019 22:15,63.7,18.8,0,0,0
12/4/2019 22:30,64.1,18.7,0,0,0
12/4/2019 22:45,64.3,18.6,0,0,0
12/4/2019 23:00,65.1,18.4,0,0,0
12/4/2019 23:15,65.9,18.2,0,0,0
12/4/2019 23:30,66.6,18.1,0,0,0
12/4/2019 23:45,67.2,17.9,0,0,0
12/5/2019 0:00,67.6,17.8,0,0,0
12/5/2019 0:15,68.6,17.5,0,0,0
12/5/2019 0:30,69.2,17.3,0,0,0
12/5/2019 0:45,70.4,17,0,0,0
12/5/2019 1:00,70.9,16.9,0,0,0
12/5/2019 1:15,72,16.6,0,0,0
12/5/2019 1:30,73.2,16.4,0,0,0
12/5/2019 1:45,74.1,16.2,0,0,0
12/5/2019 2:00,75.3,15.9,0,0,0
12/5/2019 2:15,75.4,15.9,0,0,0
12/5/2019 2:30,74.9,16,0,0,0
12/5/2019 2:45,74.1,16.2,0,0,0
12/5/2019 3:00,74.1,16.2,0,0,0
12/5/2019 3:15,74.2,16.2,0,0,0
12/5/2019 3:30,74.5,16.2,0,0,0
12/5/2019 3:45,73.7,16.4,0,0,0
12/5/2019 4:00,73.5,16.5,0,0,0
12/5/2019 4:15,74.2,16.2,0,0,0
12/5/2019 4:30,75.2,16,0,0,0
12/5/2019 4:45,75.6,16,0,0,0
12/5/2019 5:00,74.5,16.3,0,0,0
12/5/2019 5:15,73.6,16.3,0,0,0
12/5/2019 5:30,72.9,16.2,0,0,0
12/5/2019 5:45,73.1,15.9,0,0,0
12/5/2019 6:00,73.2,15.7,0,0,0
12/5/2019 6:15,72.8,15.7,0,0,0
12/5/2019 6:30,72.7,15.8,0,0,0
12/5/2019 6:45,73.6,15.7,0,0,0
12/5/2019 7:00,73.1,15.9,0,0,0
12/5/2019 7:15,71.2,16.5,0,0,0
12/5/2019 7:30,67.1,17.4,0,0,0
12/5/2019 7:45,64.1,17.9,0,0,0
12/5/2019 8:00,62,18.5,0,0,0
12/5/2019 8:15,62,18.6,0,0,0
12/5/2019 8:30,62,18.8,0,0,0
12/5/2019 8:45,59.2,19.9,0,0,0
12/5/2019 9:00,58.7,20.5,0,0,0
12/5/2019 9:15,57.8,20.9,0,0,0
12/5/2019 9:30,57.1,21.2,0,0,0
12/5/2019 9:45,58.2,21.3,0,0,0
12/5/2019 10:00,58.9,21.5,0,0,0
12/5/2019 10:15,56.7,22.3,0,0,0
12/5/2019 10:30,57,21.8,0,0,0
12/5/2019 10:45,57.5,21.7,0,0,0
12/5/2019 11:00,55.7,22.3,0,0,0
12/5/2019 11:15,56,22.8,0,0,0
12/5/2019 11:30,55.7,22.9,0,0,0
12/5/2019 11:45,54.7,23.2,0,0,0
12/5/2019 12:00,55,23.1,0,0,0
12/5/2019 12:15,54.6,23.2,0,0,0
12/5/2019 12:30,53.6,23.5,0,0,0
12/5/2019 12:45,53.4,23.5,0,0,0
12/5/2019 13:00,51.6,24.1,0,0,0
12/5/2019 13:15,51.2,24.1,0,0,0
12/5/2019 13:30,51.5,23.9,0,0,0
12/5/2019 13:45,51.6,24,0,0,0
12/5/2019 14:00,50.5,24.1,0,0,0
12/5/2019 14:15,49.7,24.4,0,0,0
12/5/2019 14:30,49.9,24.3,0,0,0
12/5/2019 14:45,49.6,24.4,0,0,0
12/5/2019 15:00,49.7,24.3,0,0,0
12/5/2019 15:15,48.4,24.5,0,0,0
12/5/2019 15:30,47.3,24.8,0,0,0
12/5/2019 15:45,47.9,24.3,0,0,0
12/5/2019 16:00,48.2,24.4,0,0,0
12/5/2019 16:15,48.3,24.4,0,0,0
12/5/2019 16:30,48.8,24,0,0,0
12/5/2019 16:45,49.2,23.8,0,0,0
12/5/2019 17:00,49.6,23.5,0,0,0
12/5/2019 17:15,50.2,23.4,0,0,0
12/5/2019 17:30,51.6,22.8,0,0,0
12/5/2019 17:45,53,22.4,0,0,0
12/5/2019 18:00,54,21.9,0,0,0
12/5/2019 18:15,55.3,21.5,0,0,0
12/5/2019 18:30,56.4,21.1,0,0,0
12/5/2019 18:45,56.4,21,0,0,0
12/5/2019 19:00,55.7,20.9,0,0,0
12/5/2019 19:15,55.4,20.8,0,0,0
12/5/2019 19:30,55.5,20.7,0,0,0
12/5/2019 19:45,56.4,20.4,0,0,0
12/5/2019 20:00,57.6,20.1,0,0,0
12/5/2019 20:15,59.2,19.8,0,0,0
12/5/2019 20:30,59.5,19.7,0,0,0
12/5/2019 20:45,59.5,19.6,0,0,0
12/5/2019 21:00,59,19.6,0,0,0
12/5/2019 21:15,58.4,19.7,0,0,0
12/5/2019 21:30,58.9,19.5,0,0,0
12/5/2019 21:45,59,19.3,0,0,0
12/5/2019 22:00,58.9,19.2,0,0,0
12/5/2019 22:15,58.7,18.9,0,0,0
12/5/2019 22:30,58.2,18.8,0,0,0
12/5/2019 22:45,59,18.6,0,0,0
12/5/2019 23:00,60.2,18.3,0,0,0
12/5/2019 23:15,61.2,18,0,0,0
12/5/2019 23:30,63,17.5,0,0,0
12/5/2019 23:45,64.6,17.3,0,0,0
12/6/2019 0:00,65.5,17.2,0,0,0
12/6/2019 0:15,65.6,17.2,0,0,0
12/6/2019 0:30,64.8,17.3,0,0,0
12/6/2019 0:45,65.3,17.1,0,0,0
12/6/2019 1:00,65.4,17,0,0,0
12/6/2019 1:15,64.9,16.9,0,0,0
12/6/2019 1:30,65.2,16.7,0,0,0
12/6/2019 1:45,65.6,16.6,0,0,0
12/6/2019 2:00,65.9,16.6,0,0,0
12/6/2019 2:15,66.6,16.6,0,0,0
12/6/2019 2:30,68.2,16.5,0,0,0
12/6/2019 2:45,68.4,16.6,0,0,0
12/6/2019 3:00,69,16.5,0,0,0
12/6/2019 3:15,69.7,16.4,0,0,0
12/6/2019 3:30,70.3,16.3,0,0,0
12/6/2019 3:45,70.3,16.3,0,0,0
12/6/2019 4:00,70.5,16.2,0,0,0
12/6/2019 4:15,70.7,16.2,0,0,0
12/6/2019 4:30,70.9,16.2,0,0,0
12/6/2019 4:45,70.9,16.2,0,0,0
12/6/2019 5:00,71.3,16,0,0,0
12/6/2019 5:15,71.5,16,0,0,0
12/6/2019 5:30,71.8,15.9,0,0,0
12/6/2019 5:45,72.7,15.7,0,0,0
12/6/2019 6:00,72.8,15.7,0,0,0
12/6/2019 6:15,73,15.6,0,0,0
12/6/2019 6:30,73.8,15.4,0,0,0
12/6/2019 6:45,73.9,15.5,0,0,0
12/6/2019 7:00,71.9,16,0,0,0
12/6/2019 7:15,70.4,16.6,0,0,0
12/6/2019 7:30,68.7,17.1,0,0,0
